date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:43:29	28113/28113	---M--	200	added ('OK')	image/jpeg	etag:%226dd1-58f6d0b56d300%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2019/08/rikujyo201907312-thumb-460xauto-125417.jpeg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2019/08/rikujyo201907312-thumb-460xauto-125417.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s9/cat/)
15:43:34	25772/25772	---M--	200	added ('OK')	image/jpeg	etag:%2264ac-58f6d0b661540%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2019/08/rikujyo201907311-thumb-460xauto-125418.jpeg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2019/08/rikujyo201907311-thumb-460xauto-125418.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s9/cat/)
15:43:39	368146/368146	---M--	200	added ('OK')	image/png	etag:%2259e12-55d5f1872b440%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2017/11/rikuzyo01-thumb-460xauto-84884.png	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2017/11/rikuzyo01-thumb-460xauto-84884.png	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s9/)
15:43:40	31284/31284	---M--	200	added ('OK')	image/jpeg	etag:%227a34-58f6d0b8499c0%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2019/08/rikujyo20197313-thumb-460xauto-125419.jpeg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2019/08/rikujyo20197313-thumb-460xauto-125419.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s9/cat/)
15:43:45	26917/26917	---M--	200	added ('OK')	image/jpeg	etag:%226925-6148865403ba9%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_3197s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_3197s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:46	30972/30972	---M--	200	added ('OK')	image/jpeg	etag:%2278fc-61e597f2e436a%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2024/07/kyudo072901-thumb-460xauto-261963.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2024/07/kyudo072901-thumb-460xauto-261963.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:50	26588/26588	---M--	200	added ('OK')	image/jpeg	etag:%2267dc-613e66baf021e%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_2196s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_2196s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:51	26727/26727	---M--	200	added ('OK')	image/jpeg	etag:%226867-60bb8b1054040%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_0813s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_0813s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:53	19155/19155	---M--	200	added ('OK')	image/jpeg	etag:%224ad3-60bb874a34a27%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_0758s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_0758s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:56	24762/24762	---M--	200	added ('OK')	image/jpeg	etag:%2260ba-5fc577961ad77%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic513.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic513.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:57	23779/23779	---M--	200	added ('OK')	image/jpeg	etag:%225ce3-600319406cb4f%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic604.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic604.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:43:59	18655/18655	---M--	200	added ('OK')	image/jpeg	etag:%2248df-5fae81aff22c5%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic5423.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic5423.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:00	19053/19053	---M--	200	added ('OK')	image/jpeg	etag:%224a6d-5f4622f8b38d7%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/pic1-205.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/pic1-205.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:02	12776/12776	---M--	200	added ('OK')	image/jpeg	etag:%2231e8-5f04f137dad78%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/picc1030.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/picc1030.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:02	16647/16647	---M--	200	added ('OK')	image/jpeg	etag:%224107-5f462300dbafe%22	https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/pic2-205.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/pic2-205.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:05	17290/17290	---M--	200	added ('OK')	image/jpeg	etag:%22438a-5ebfbbcb747c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic1024.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic1024.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:12	59800/59800	---M--	200	added ('OK')	image/jpeg	etag:%22e998-5eb5d6fc1a1c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic9s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic9s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:17	25141/25141	---M--	200	added ('OK')	image/jpeg	etag:%226235-5e19c5bfcdf80%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic519k.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic519k.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:17	72946/72946	---M--	200	added ('OK')	image/jpeg	etag:%2211cf2-5e19c5756b000%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic3kk.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic3kk.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
